Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
34,Yes,Travel_Frequently,988,Human Resources,23,3,2,Female,Human Resources,1,Divorced,9950,9,Yes,15,3,3,3,2,0
42,No,Travel_Frequently,1474,Research & Development,5,2,2,Male,Laboratory Technician,3,Married,2093,4,No,17,3,3,2,2,2
36,No,Non-Travel,635,Sales,10,4,2,Male,Sales Executive,4,Single,9980,1,No,14,3,2,10,3,9
22,Yes,Travel_Frequently,1368,Research & Development,4,1,3,Male,Laboratory Technician,3,Single,3894,5,No,16,3,3,2,2,1
48,No,Travel_Rarely,163,Sales,2,5,2,Female,Sales Executive,4,Married,4051,2,No,14,3,3,9,7,6
55,No,Travel_Rarely,1117,Sales,18,5,1,Female,Manager,2,Single,16835,3,No,23,4,3,10,9,7
41,No,Non-Travel,267,Sales,10,2,4,Male,Sales Executive,4,Single,6230,7,No,14,3,3,14,3,1
35,No,Travel_Rarely,619,Sales,1,3,2,Male,Sales Executive,3,Married,4717,9,No,11,3,3,11,9,6
40,No,Travel_Rarely,302,Research & Development,6,3,2,Female,Manufacturing Director,3,Single,13237,7,No,15,3,3,20,6,5
39,No,Travel_Frequently,443,Research & Development,8,1,3,Female,Laboratory Technician,3,Married,3755,1,No,11,3,3,8,3,0
31,No,Travel_Rarely,828,Sales,2,1,2,Male,Sales Executive,4,Single,6582,4,Yes,13,3,4,6,5,0
42,No,Travel_Rarely,319,Research & Development,24,3,4,Male,Manufacturing Director,1,Married,7406,1,Yes,21,4,2,10,9,5
45,No,Travel_Rarely,561,Sales,2,3,4,Male,Sales Executive,2,Married,4805,0,No,19,3,4,8,7,3
26,Yes,Travel_Frequently,426,Human Resources,17,4,2,Female,Human Resources,3,Divorced,2741,0,Yes,11,3,2,7,7,1
29,No,Travel_Rarely,232,Research & Development,19,3,4,Male,Manufacturing Director,4,Divorced,4262,4,No,12,3,4,3,2,1
33,No,Travel_Rarely,922,Research & Development,1,5,1,Female,Research Director,3,Divorced,16184,4,No,19,3,3,6,1,0
31,No,Travel_Rarely,688,Sales,7,3,3,Male,Manager,4,Divorced,11557,9,No,21,4,2,5,4,0
18,Yes,Travel_Frequently,1306,Sales,5,3,2,Male,Sales Representative,2,Single,1878,1,Yes,14,3,3,0,0,0
40,No,Non-Travel,1094,Sales,28,3,3,Male,Sales Executive,1,Divorced,10932,3,No,15,3,3,1,0,0
41,No,Non-Travel,509,Research & Development,2,4,1,Female,Healthcare Representative,3,Single,6811,2,Yes,17,3,3,8,7,0
26,No,Travel_Rarely,775,Sales,29,2,1,Male,Sales Executive,3,Divorced,4306,5,No,12,3,3,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,1,Female,Sales Executive,3,Single,4859,1,No,16,3,3,5,4,0
34,No,Travel_Rarely,258,Sales,21,4,4,Male,Sales Executive,4,Single,5337,1,No,12,3,3,10,7,5
26,Yes,Travel_Rarely,471,Research & Development,24,3,3,Male,Laboratory Technician,4,Single,2340,1,Yes,18,3,1,1,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,2,Female,Manufacturing Director,4,Single,7491,4,No,17,3,4,6,5,1
46,No,Travel_Frequently,1034,Research & Development,18,1,1,Female,Healthcare Representative,3,Married,10527,5,No,11,3,2,2,2,1
41,No,Travel_Rarely,1276,Sales,2,5,2,Female,Manager,1,Married,16595,7,No,16,3,3,18,16,11
37,No,Non-Travel,142,Sales,9,4,1,Male,Sales Executive,2,Divorced,8834,1,No,13,3,3,9,5,7
52,No,Travel_Rarely,956,Research & Development,6,2,4,Male,Research Scientist,1,Divorced,5577,3,Yes,12,3,3,10,9,6
32,Yes,Non-Travel,1474,Sales,11,4,4,Male,Sales Executive,3,Married,4707,8,No,12,3,3,4,2,1
24,No,Travel_Frequently,535,Sales,24,3,4,Male,Sales Representative,4,Married,2400,0,No,13,3,3,2,2,2
38,No,Travel_Rarely,1495,Research & Development,10,3,3,Female,Healthcare Representative,3,Married,9824,3,No,19,3,3,1,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,2,Female,Manufacturing Director,2,Married,6447,6,No,12,3,2,6,5,4
49,No,Travel_Rarely,1245,Research & Development,18,4,4,Male,Research Director,3,Divorced,19502,1,Yes,17,3,3,31,9,0
24,No,Travel_Rarely,691,Research & Development,23,3,2,Male,Research Scientist,4,Married,2725,1,Yes,11,3,3,6,5,1
26,No,Travel_Rarely,703,Sales,28,2,1,Male,Sales Executive,2,Married,6272,1,No,20,4,4,5,3,1
24,No,Travel_Rarely,823,Research & Development,17,2,4,Male,Laboratory Technician,2,Married,2127,1,No,21,4,3,1,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,1,Male,Manager,2,Married,18200,1,No,11,3,3,32,5,10
25,No,Travel_Rarely,622,Sales,13,1,2,Male,Sales Representative,3,Married,2096,1,No,11,3,3,7,4,0
24,Yes,Travel_Frequently,1287,Research & Development,7,3,1,Female,Laboratory Technician,3,Married,2886,1,Yes,16,3,3,6,3,1
30,Yes,Travel_Frequently,448,Sales,12,4,2,Male,Sales Representative,1,Married,2033,1,No,18,3,4,1,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,2,Male,Research Scientist,4,Married,3622,1,Yes,13,3,3,6,5,1
31,Yes,Travel_Rarely,1365,Sales,13,4,2,Male,Sales Executive,1,Divorced,4233,2,No,17,3,1,3,1,1
35,No,Travel_Rarely,538,Research & Development,25,2,1,Male,Laboratory Technician,4,Single,3681,4,No,14,3,3,3,2,0
31,No,Travel_Rarely,525,Sales,6,4,1,Male,Sales Executive,4,Divorced,5460,4,No,22,4,4,7,7,5
27,No,Travel_Rarely,798,Research & Development,6,4,1,Female,Research Scientist,3,Divorced,2187,0,No,12,3,2,5,3,0
37,No,Travel_Rarely,558,Sales,2,3,4,Male,Sales Executive,3,Married,9602,4,Yes,11,3,2,3,0,1
20,No,Travel_Rarely,959,Research & Development,1,3,4,Female,Research Scientist,2,Single,2836,1,No,13,3,4,1,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,3,Female,Healthcare Representative,4,Married,4089,1,No,13,3,3,10,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,2,Male,Research Director,4,Divorced,16627,4,Yes,14,3,2,1,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,3,Female,Research Scientist,1,Single,2619,3,No,17,3,2,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,4,Male,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,3,8,7,4
48,No,Travel_Rarely,1236,Research & Development,1,4,4,Female,Manager,1,Married,15402,7,No,11,3,1,3,2,0
44,No,Travel_Rarely,1112,Human Resources,1,4,1,Female,Human Resources,3,Single,5985,4,No,11,3,4,2,2,0
34,No,Travel_Rarely,204,Sales,14,3,3,Female,Sales Representative,3,Divorced,2579,1,Yes,18,3,3,8,2,0
27,Yes,Travel_Rarely,1420,Sales,2,1,3,Male,Sales Representative,1,Divorced,3041,0,No,11,3,3,4,3,0
21,No,Travel_Rarely,1343,Sales,22,1,3,Male,Sales Representative,3,Single,3447,1,No,11,3,3,3,2,1
44,No,Travel_Rarely,1315,Research & Development,3,4,4,Male,Manager,4,Married,19513,4,Yes,12,3,4,2,2,0
22,No,Travel_Rarely,604,Research & Development,6,1,1,Male,Research Scientist,3,Married,2773,0,No,20,4,3,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,3,Male,Sales Executive,3,Divorced,7104,0,No,12,3,3,5,0,1
32,No,Travel_Rarely,646,Research & Development,9,4,1,Female,Research Scientist,4,Married,6322,1,Yes,12,3,2,6,4,0
30,No,Travel_Frequently,160,Research & Development,3,3,3,Female,Research Scientist,3,Divorced,2083,1,No,20,4,3,1,0,0
53,No,Travel_Rarely,238,Sales,1,1,4,Female,Sales Executive,1,Single,8381,7,No,20,4,4,14,7,8
34,No,Travel_Rarely,1397,Research & Development,1,5,2,Male,Research Scientist,4,Married,2691,1,No,12,3,2,10,9,8
45,Yes,Travel_Frequently,306,Sales,26,4,1,Female,Sales Executive,1,Married,4286,2,No,14,3,3,1,1,0
26,No,Travel_Rarely,991,Research & Development,6,3,3,Female,Laboratory Technician,4,Married,2659,1,Yes,13,3,3,3,2,0
37,No,Travel_Rarely,482,Research & Development,3,3,3,Male,Manufacturing Director,3,Married,9434,1,No,15,3,3,10,7,7
29,No,Travel_Rarely,1176,Sales,3,2,2,Female,Sales Executive,3,Married,5561,1,No,14,3,2,6,0,1
35,No,Travel_Rarely,1017,Research & Development,6,4,2,Male,Research Scientist,4,Single,6646,1,No,13,3,3,17,11,11
33,No,Travel_Frequently,1296,Research & Development,6,3,3,Male,Healthcare Representative,4,Divorced,7725,3,No,23,4,1,13,11,4
54,No,Travel_Rarely,397,Human Resources,19,4,3,Male,Human Resources,2,Married,10725,2,No,15,3,4,9,7,7
36,No,Travel_Rarely,913,Research & Development,9,2,2,Male,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,3,3,2,0
27,No,Travel_Rarely,1115,Research & Development,3,4,1,Male,Research Scientist,4,Single,2045,0,No,13,3,3,4,2,1
20,Yes,Travel_Rarely,1362,Research & Development,10,1,4,Male,Research Scientist,3,Single,1009,1,Yes,11,3,3,1,0,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,1,Male,Research Scientist,1,Single,3348,1,Yes,11,3,3,10,8,9
35,No,Non-Travel,727,Research & Development,3,3,3,Male,Laboratory Technician,3,Married,1281,1,No,18,3,3,1,0,0
23,No,Travel_Rarely,885,Research & Development,4,3,1,Male,Research Scientist,1,Married,2819,2,No,16,3,4,3,2,0
25,No,Travel_Rarely,810,Sales,8,3,4,Male,Sales Executive,2,Married,4851,0,No,22,4,3,3,2,1
38,No,Travel_Rarely,243,Sales,7,4,4,Female,Sales Executive,4,Single,4028,0,No,20,4,3,7,7,0
29,No,Travel_Frequently,806,Research & Development,1,4,2,Male,Research Scientist,4,Divorced,2720,1,No,18,3,3,10,7,2
48,No,Travel_Rarely,817,Sales,2,1,2,Male,Sales Executive,2,Married,8120,3,No,12,3,3,2,2,2
27,No,Travel_Frequently,1410,Sales,3,1,4,Female,Sales Executive,4,Divorced,4647,1,Yes,20,4,3,6,5,0
37,No,Travel_Rarely,1225,Research & Development,10,2,4,Male,Research Scientist,4,Single,4680,3,No,17,3,3,1,0,0
50,No,Travel_Rarely,1207,Research & Development,28,1,4,Male,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,20,8,3
34,No,Travel_Rarely,1442,Research & Development,9,3,4,Female,Healthcare Representative,2,Single,8621,1,No,14,3,4,8,7,7
24,Yes,Travel_Rarely,693,Sales,3,2,1,Female,Sales Executive,3,Single,4577,9,No,14,3,3,2,2,2
39,No,Travel_Rarely,408,Research & Development,2,4,4,Female,Healthcare Representative,3,Single,4553,1,No,11,3,3,20,7,11
32,No,Travel_Rarely,929,Sales,10,3,4,Male,Sales Executive,4,Single,5396,1,No,12,3,2,10,7,0
50,Yes,Travel_Frequently,562,Sales,8,2,2,Male,Sales Executive,3,Married,6796,3,Yes,14,3,3,4,3,1
38,No,Travel_Rarely,827,Research & Development,1,4,2,Female,Healthcare Representative,4,Single,7625,0,No,13,3,2,9,7,1
27,No,Travel_Rarely,608,Research & Development,1,2,3,Female,Manufacturing Director,1,Married,7412,1,No,11,3,3,9,7,0
32,No,Travel_Rarely,1018,Research & Development,3,2,3,Female,Research Director,4,Single,11159,3,No,15,3,3,7,7,7
47,No,Travel_Rarely,703,Sales,14,4,4,Male,Sales Executive,1,Single,4960,2,No,12,3,3,7,7,1
40,No,Travel_Frequently,580,Sales,5,4,4,Male,Sales Executive,1,Married,10475,5,Yes,21,4,3,18,13,1
53,No,Travel_Rarely,970,Research & Development,7,3,3,Male,Research Director,3,Married,14814,3,No,19,3,3,5,1,1
41,No,Travel_Rarely,427,Human Resources,10,4,2,Male,Manager,4,Divorced,19141,3,No,15,3,2,21,6,12
60,No,Travel_Rarely,1179,Sales,16,4,1,Male,Sales Executive,1,Single,5405,8,No,14,3,3,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,2,4,Male,Manufacturing Director,1,Divorced,8793,1,No,21,4,2,9,7,1
41,No,Travel_Rarely,314,Human Resources,1,3,4,Male,Manager,3,Married,19189,1,No,12,3,3,22,7,2
50,No,Travel_Rarely,316,Sales,8,4,4,Male,Sales Representative,2,Married,3875,7,No,15,3,3,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,1,Female,Research Scientist,2,Single,2216,7,Yes,13,3,3,7,7,3
36,No,Non-Travel,427,Research & Development,8,3,1,Female,Research Director,1,Married,11713,9,No,14,3,3,8,7,0
38,No,Travel_Rarely,168,Research & Development,1,3,3,Female,Manufacturing Director,3,Single,7861,4,Yes,14,3,4,1,0,0
44,No,Non-Travel,381,Research & Development,24,3,1,Male,Laboratory Technician,3,Single,3708,2,No,14,3,3,5,2,1
47,No,Travel_Frequently,217,Sales,3,3,4,Female,Sales Executive,3,Divorced,13770,9,Yes,12,3,2,22,2,11
30,No,Travel_Rarely,501,Sales,27,5,3,Male,Sales Executive,4,Divorced,5304,7,No,23,4,2,8,7,7
29,No,Travel_Rarely,1396,Sales,10,3,3,Male,Sales Representative,3,Single,2642,1,No,11,3,3,1,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,3,3,Male,Research Scientist,3,Divorced,2759,6,Yes,12,3,3,2,2,2
43,No,Travel_Frequently,775,Sales,15,3,4,Male,Sales Executive,4,Married,6804,3,No,18,3,3,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,2,2,Female,Healthcare Representative,3,Single,6142,3,No,11,3,3,5,1,4
23,No,Travel_Rarely,650,Research & Development,9,1,2,Male,Laboratory Technician,1,Married,2500,1,No,14,3,4,4,3,0
39,No,Travel_Rarely,141,Human Resources,3,3,3,Female,Human Resources,2,Married,6389,9,No,15,3,1,8,3,3
56,No,Travel_Rarely,832,Research & Development,9,3,3,Male,Healthcare Representative,4,Married,11103,7,No,11,3,2,10,7,1
40,No,Travel_Rarely,804,Research & Development,2,1,4,Female,Research Scientist,4,Single,2342,0,Yes,20,4,2,4,2,2
27,No,Travel_Rarely,975,Research & Development,7,3,4,Female,Healthcare Representative,1,Single,6811,8,No,19,3,1,7,6,0
29,No,Travel_Rarely,1090,Sales,10,3,4,Male,Sales Representative,2,Divorced,2297,1,No,14,3,3,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,3,4,Male,Laboratory Technician,4,Single,2450,2,No,17,3,3,2,2,2
35,No,Non-Travel,1225,Research & Development,2,4,4,Female,Healthcare Representative,1,Divorced,5093,2,No,11,3,4,1,0,0
32,No,Travel_Frequently,430,Research & Development,24,4,1,Male,Laboratory Technician,4,Married,5309,1,No,15,3,3,10,8,4
38,No,Travel_Rarely,268,Research & Development,2,5,4,Male,Research Scientist,3,Married,3057,6,Yes,13,3,1,1,0,0
34,No,Travel_Rarely,167,Research & Development,8,5,2,Female,Manufacturing Director,1,Divorced,5121,3,No,14,3,3,0,0,0
52,No,Travel_Rarely,621,Sales,3,4,3,Male,Manager,1,Married,16856,1,No,11,3,4,34,6,1
33,Yes,Travel_Rarely,527,Research & Development,1,4,4,Male,Research Scientist,4,Single,2686,1,Yes,13,3,2,10,9,7
25,No,Travel_Rarely,883,Sales,26,1,3,Female,Sales Executive,4,Single,6180,1,No,23,4,2,6,5,1
45,No,Travel_Rarely,954,Sales,2,2,2,Male,Sales Representative,3,Single,6632,0,No,13,3,3,8,7,3
23,No,Travel_Rarely,310,Research & Development,10,1,1,Male,Research Scientist,3,Single,3505,1,No,18,3,3,2,2,0
47,Yes,Travel_Frequently,719,Sales,27,2,2,Female,Sales Executive,3,Single,6397,4,Yes,12,3,3,5,4,1
34,No,Travel_Rarely,304,Sales,2,3,4,Male,Sales Executive,4,Single,6274,1,No,22,4,3,6,5,1
55,Yes,Travel_Rarely,725,Research & Development,2,3,4,Male,Manager,1,Married,19859,5,Yes,13,3,3,5,2,1
36,No,Non-Travel,1434,Sales,8,4,1,Male,Sales Executive,1,Single,7587,1,No,15,3,3,10,7,0
52,No,Non-Travel,715,Research & Development,19,4,4,Male,Research Scientist,4,Married,4258,0,No,18,3,3,4,3,1
26,No,Travel_Frequently,575,Research & Development,1,2,1,Female,Laboratory Technician,4,Divorced,4364,3,No,14,3,3,2,2,2
29,No,Travel_Rarely,657,Research & Development,27,3,2,Female,Healthcare Representative,3,Married,4335,4,No,12,3,2,8,7,1
26,Yes,Travel_Rarely,1146,Sales,8,3,4,Male,Sales Executive,1,Single,5326,6,No,17,3,2,4,3,1
34,No,Travel_Rarely,182,Research & Development,1,4,2,Female,Research Scientist,4,Single,3280,2,No,16,3,3,4,2,1
54,No,Travel_Rarely,376,Research & Development,19,4,4,Female,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,3,5,3,1
27,No,Travel_Frequently,829,Sales,8,1,3,Male,Sales Executive,4,Married,4342,0,No,19,3,3,4,2,1
37,No,Travel_Rarely,571,Research & Development,10,1,4,Female,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,5,3,4
38,No,Travel_Frequently,240,Research & Development,2,4,1,Female,Manufacturing Director,1,Single,5980,6,Yes,12,3,3,15,7,4
34,No,Travel_Rarely,121,Research & Development,2,4,3,Female,Research Scientist,1,Single,4381,1,No,11,3,3,6,5,1
35,No,Travel_Rarely,384,Sales,8,4,1,Female,Sales Representative,4,Married,2572,1,No,16,3,2,3,2,0
30,No,Travel_Rarely,921,Research & Development,1,3,4,Male,Laboratory Technician,3,Married,3833,3,No,21,4,3,2,2,0
40,No,Travel_Frequently,791,Research & Development,2,2,3,Female,Healthcare Representative,2,Married,4244,1,No,24,4,3,8,7,3
34,No,Travel_Rarely,1111,Sales,8,2,3,Female,Sales Executive,1,Married,6500,5,No,17,3,3,3,2,1
42,No,Travel_Frequently,570,Research & Development,8,3,2,Male,Manager,4,Divorced,18430,1,No,13,3,2,24,7,14
23,Yes,Travel_Rarely,1243,Research & Development,6,3,3,Male,Laboratory Technician,1,Married,1601,1,Yes,21,4,3,0,0,0
24,No,Non-Travel,1092,Research & Development,9,3,3,Male,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,1,0,0
52,No,Travel_Rarely,1325,Research & Development,11,4,4,Female,Laboratory Technician,3,Married,3149,8,No,20,4,3,5,2,1
50,No,Travel_Rarely,691,Research & Development,2,3,3,Male,Research Director,3,Married,17639,5,No,16,3,3,4,3,0
29,Yes,Travel_Rarely,805,Research & Development,1,2,2,Female,Laboratory Technician,1,Married,2319,1,Yes,11,3,3,1,0,0
33,No,Travel_Rarely,213,Research & Development,7,3,3,Male,Research Director,3,Married,11691,0,No,11,3,4,13,9,3
33,Yes,Travel_Rarely,118,Sales,16,3,1,Female,Sales Executive,1,Single,5324,5,No,15,3,3,3,2,0
47,No,Travel_Rarely,202,Research & Development,2,2,3,Female,Manager,4,Married,16752,1,Yes,11,3,2,26,14,3
36,No,Travel_Rarely,676,Research & Development,1,3,3,Female,Manufacturing Director,2,Married,5228,0,No,15,3,3,9,7,0
29,No,Travel_Rarely,1252,Research & Development,23,2,3,Male,Research Scientist,3,Married,2700,1,No,24,4,3,10,7,0
58,Yes,Travel_Rarely,286,Research & Development,2,4,4,Male,Research Director,2,Single,19246,7,Yes,12,3,3,31,15,13
35,No,Travel_Rarely,1258,Research & Development,1,4,4,Female,Research Scientist,3,Single,2506,3,No,13,3,3,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,4,Female,Manufacturing Director,4,Married,6062,9,Yes,13,3,3,4,3,0
28,Yes,Travel_Rarely,890,Research & Development,2,4,3,Male,Research Scientist,3,Single,4382,6,No,17,3,2,2,2,2
36,No,Travel_Rarely,1041,Human Resources,13,3,3,Male,Human Resources,2,Married,2143,4,No,13,3,3,5,2,0
32,No,Travel_Rarely,859,Research & Development,4,3,3,Female,Manufacturing Director,3,Married,6162,1,No,12,3,3,14,13,6
40,No,Travel_Frequently,720,Research & Development,16,4,1,Male,Laboratory Technician,3,Single,5094,6,No,14,3,3,1,0,0
30,No,Travel_Rarely,946,Research & Development,2,3,3,Female,Manufacturing Director,4,Single,6877,5,Yes,24,4,2,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,3,2,Female,Research Scientist,3,Single,2274,1,No,14,3,3,1,0,0
42,No,Travel_Rarely,933,Research & Development,29,3,2,Male,Manufacturing Director,2,Married,4434,1,No,13,3,2,9,8,7
38,No,Travel_Frequently,471,Research & Development,12,3,1,Male,Healthcare Representative,1,Divorced,6288,2,No,15,3,2,4,3,1
34,No,Travel_Frequently,702,Research & Development,16,4,3,Female,Research Scientist,4,Single,2553,1,No,16,3,3,5,2,1
49,Yes,Travel_Rarely,1184,Sales,11,3,3,Female,Sales Executive,4,Married,7654,1,No,18,3,4,9,8,7
55,Yes,Travel_Rarely,436,Sales,2,1,3,Male,Sales Executive,4,Single,5160,4,No,16,3,2,9,7,7
43,No,Travel_Rarely,589,Research & Development,14,2,2,Male,Research Director,1,Married,17159,6,No,24,4,3,4,1,1
27,No,Travel_Rarely,269,Research & Development,5,1,3,Male,Research Director,4,Divorced,12808,1,Yes,16,3,3,9,8,0
35,No,Travel_Rarely,950,Research & Development,7,3,3,Male,Manufacturing Director,3,Single,10221,3,No,21,4,4,8,5,1
28,No,Travel_Rarely,760,Sales,2,4,2,Female,Sales Executive,2,Married,4779,1,Yes,20,4,3,8,7,7
34,No,Travel_Rarely,829,Human Resources,3,2,3,Male,Human Resources,4,Married,3737,0,No,19,3,1,3,2,0
26,Yes,Travel_Frequently,887,Research & Development,5,2,3,Female,Research Scientist,3,Married,2366,1,Yes,14,3,3,8,7,1
27,No,Non-Travel,443,Research & Development,3,3,4,Male,Research Scientist,4,Married,1706,1,No,11,3,2,0,0,0
51,No,Travel_Rarely,1318,Sales,26,4,1,Female,Manager,3,Married,16307,2,No,14,3,2,20,6,4
44,No,Travel_Rarely,625,Research & Development,4,3,4,Male,Healthcare Representative,2,Single,5933,9,No,12,3,2,5,2,2
25,No,Travel_Rarely,180,Research & Development,2,1,1,Male,Research Scientist,1,Single,3424,7,No,13,3,2,4,3,0
33,No,Travel_Rarely,586,Sales,1,3,1,Male,Sales Executive,1,Divorced,4037,1,No,22,4,3,9,8,0
35,No,Travel_Rarely,1343,Research & Development,27,1,3,Female,Research Scientist,1,Single,2559,1,No,11,3,2,6,5,1
36,No,Travel_Rarely,928,Sales,1,2,2,Male,Sales Executive,4,Married,6201,1,Yes,14,3,2,18,14,4
32,No,Travel_Rarely,117,Sales,13,4,2,Male,Sales Executive,4,Divorced,4403,2,No,11,3,2,5,2,0
30,No,Travel_Frequently,1012,Research & Development,5,4,2,Male,Research Scientist,4,Divorced,3761,9,No,12,3,2,5,4,0
53,No,Travel_Rarely,661,Sales,7,2,1,Female,Sales Executive,4,Married,10934,7,Yes,18,3,3,5,2,0
45,No,Travel_Rarely,930,Sales,9,3,4,Male,Sales Executive,1,Divorced,10761,4,Yes,12,3,3,5,4,0
32,No,Travel_Rarely,638,Research & Development,8,2,3,Female,Research Scientist,3,Married,5175,5,No,12,3,2,5,3,1
52,No,Travel_Frequently,890,Research & Development,25,4,3,Female,Manufacturing Director,4,Married,13826,3,No,22,4,3,9,8,0
37,No,Travel_Rarely,342,Sales,16,4,4,Male,Sales Executive,3,Divorced,6334,4,No,19,3,3,1,0,0
28,No,Travel_Rarely,1169,Human Resources,8,2,2,Male,Human Resources,4,Divorced,4936,1,No,13,3,3,5,1,0
22,No,Travel_Rarely,1230,Research & Development,1,2,4,Male,Manufacturing Director,4,Married,4775,6,No,22,4,1,2,2,2
44,No,Travel_Rarely,986,Research & Development,8,4,1,Male,Laboratory Technician,4,Married,2818,2,Yes,24,4,2,3,2,0
42,No,Travel_Frequently,1271,Research & Development,2,1,2,Male,Research Scientist,4,Single,2515,5,Yes,14,3,3,2,1,2
36,No,Travel_Rarely,1278,Human Resources,8,3,1,Male,Human Resources,1,Married,2342,0,No,21,4,3,5,4,0
25,No,Travel_Rarely,141,Sales,3,1,3,Male,Sales Executive,1,Married,4194,1,Yes,18,3,3,5,3,0
35,No,Travel_Rarely,607,Research & Development,9,3,4,Female,Manufacturing Director,3,Married,10685,1,Yes,20,4,3,17,14,5
35,Yes,Travel_Frequently,130,Research & Development,25,4,4,Female,Research Scientist,2,Divorced,2022,1,Yes,19,3,2,10,2,7
32,No,Non-Travel,300,Research & Development,1,3,4,Male,Laboratory Technician,4,Divorced,2314,0,No,12,3,3,3,0,0
25,No,Travel_Rarely,583,Sales,4,1,3,Male,Sales Executive,1,Married,4256,1,No,12,3,4,5,2,0
49,No,Travel_Rarely,1418,Research & Development,1,3,3,Female,Research Scientist,1,Married,3580,2,No,16,3,3,4,2,0
24,No,Non-Travel,1269,Research & Development,4,1,1,Male,Laboratory Technician,4,Married,3162,0,No,17,3,2,5,2,3
32,No,Travel_Frequently,379,Sales,5,2,2,Male,Sales Executive,2,Married,6524,1,No,14,3,3,10,8,5
38,No,Travel_Rarely,395,Sales,9,3,2,Male,Sales Representative,2,Married,2899,0,No,19,3,3,2,2,1
42,No,Travel_Rarely,1265,Research & Development,3,3,3,Female,Laboratory Technician,4,Married,5231,2,Yes,13,3,2,5,3,1
31,No,Travel_Rarely,1222,Research & Development,11,4,4,Male,Research Scientist,4,Married,2356,3,Yes,19,3,3,6,4,0
29,Yes,Travel_Rarely,341,Sales,1,3,2,Female,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,3,2,0
53,No,Travel_Rarely,868,Sales,8,3,1,Male,Sales Executive,4,Married,11836,5,No,14,3,3,2,0,2
35,No,Travel_Rarely,672,Research & Development,25,3,4,Male,Manufacturing Director,2,Married,10903,3,No,16,3,3,13,10,4
37,No,Travel_Frequently,1231,Sales,21,2,3,Female,Sales Representative,4,Married,2973,5,No,15,3,3,5,4,0
53,No,Travel_Rarely,102,Research & Development,23,4,4,Female,Research Director,4,Single,14275,6,No,18,3,3,12,9,3
43,No,Travel_Frequently,422,Research & Development,1,3,4,Female,Healthcare Representative,4,Married,5562,4,No,13,3,2,5,2,2
47,No,Travel_Rarely,249,Sales,2,2,3,Female,Sales Executive,4,Married,4537,0,Yes,22,4,3,7,6,7
37,No,Non-Travel,1252,Sales,19,2,1,Male,Sales Executive,2,Single,7642,1,Yes,13,3,3,10,0,0
50,No,Non-Travel,881,Research & Development,2,4,1,Male,Manager,1,Divorced,17924,1,No,11,3,3,31,6,14
39,No,Travel_Rarely,1383,Human Resources,2,3,4,Female,Human Resources,4,Married,5204,8,No,11,3,3,5,4,0
33,No,Travel_Rarely,1075,Human Resources,3,2,4,Male,Human Resources,2,Divorced,2277,3,Yes,11,3,4,4,3,0
32,Yes,Travel_Rarely,374,Research & Development,25,4,1,Male,Laboratory Technician,4,Single,2795,1,Yes,24,4,1,1,0,0
29,No,Travel_Rarely,1086,Research & Development,7,1,1,Female,Laboratory Technician,4,Divorced,2532,6,No,14,3,3,4,3,0
44,No,Travel_Rarely,661,Research & Development,9,2,2,Male,Research Scientist,1,Married,2559,1,Yes,13,3,3,8,7,7
28,No,Travel_Rarely,821,Sales,5,4,1,Male,Sales Executive,4,Single,4908,1,No,14,3,3,4,2,0
58,Yes,Travel_Frequently,781,Research & Development,2,1,4,Male,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,2,1,0,0
43,No,Travel_Rarely,177,Research & Development,8,3,1,Female,Manufacturing Director,2,Divorced,4765,4,No,21,4,4,1,0,0
20,Yes,Travel_Rarely,500,Sales,2,3,3,Female,Sales Representative,3,Single,2044,1,No,13,3,2,2,2,0
